Brand,IG,Website,Other Socials,Active Ads,Notes,Source
Peep Eyewear,@peepeyewear,https://peepeyewear.com/,,Unknown,Independent eyewear brand,https://peepeyewear.com/;https://www.instagram.com/peepeyewear/
SZADE,@szade_eyewear,https://szade.com.au/,,Unknown,Independent eyewear brand,https://szade.com.au/;https://www.instagram.com/szade_eyewear/
Red Bull,@redbull,https://www.redbull.com/,,Unknown,Energy drink brand,https://www.redbull.com/;https://www.instagram.com/redbull/
Monster Energy,@monsterenergy,https://www.monsterenergy.com/,,Unknown,Energy drink brand,https://www.monsterenergy.com/;https://www.instagram.com/monsterenergy/
Rockstar Energy,@rockstarenergy,https://www.rockstarenergy.com/,,Unknown,Energy drink brand,https://www.rockstarenergy.com/;https://www.instagram.com/rockstarenergy/
Bang Energy,@bangenergy,https://www.bangenergy.com/,,Unknown,Energy drink brand,https://www.bangenergy.com/;https://www.instagram.com/bangenergy/
Celsius,@celsiusofficial,https://www.celsius.com/,,Unknown,Energy drink brand,https://www.celsius.com/;https://www.instagram.com/celsiusofficial/
Alani Nu,@alaninu,https://www.alaninu.com/,,Unknown,Energy drink brand,https://www.alaninu.com/;https://www.instagram.com/alaninu/
G FUEL,@gfuelenergy,https://gfuel.com/,,Unknown,Energy drink brand,https://gfuel.com/;https://www.instagram.com/gfuelenergy/
PRIME,@prime,https://drinkprime.com/,,Unknown,Energy drink brand,https://drinkprime.com/;https://www.instagram.com/prime/
Ghost Energy,@ghostenergy,https://drinkghost.com/,,Unknown,Energy drink brand,https://drinkghost.com/;https://www.instagram.com/ghostenergy/
Reign,@reignbodyfuel,https://www.reignbodyfuel.com/,,Unknown,Energy drink brand,https://www.reignbodyfuel.com/;https://www.instagram.com/reignbodyfuel/
NOS Energy,@nosenergy,https://www.drinknos.com/,,Unknown,Energy drink brand,https://www.drinknos.com/;https://www.instagram.com/nosenergy/
Full Throttle,@fullthrottle,https://www.fullthrottleenergy.com/,,Unknown,Energy drink brand,https://www.fullthrottleenergy.com/;https://www.instagram.com/fullthrottle/
AMP Energy,@ampenergy,https://www.ampenergy.com/,,Unknown,Energy drink brand,https://www.ampenergy.com/;https://www.instagram.com/ampenergy/
Rip It,@ripitenergyfuel,https://ripitenergy.com/,,Unknown,Energy drink brand,https://ripitenergy.com/;https://www.instagram.com/ripitenergyfuel/
5-hour Energy,@5hourenergy,https://5hourenergy.com/,,Unknown,Energy shot brand,https://5hourenergy.com/;https://www.instagram.com/5hourenergy/
ZOA Energy,@zoaenergy,https://zoaenergy.com/,,Unknown,Energy drink brand,https://zoaenergy.com/;https://www.instagram.com/zoaenergy/
Yerbae,@yerbae,https://yerbae.com/,,Unknown,Energy drink brand,https://yerbae.com/;https://www.instagram.com/yerbae/
Raze Energy,@razeenergy,https://razeenergy.com/,,Unknown,Energy drink brand,https://razeenergy.com/;https://www.instagram.com/razeenergy/
RYSE Fuel,@ryseenergy,https://rysesupps.com/,,Unknown,Energy drink brand,https://rysesupps.com/;https://www.instagram.com/ryseenergy/
C4 Energy,@c4energy,https://www.c4energy.com/,,Unknown,Energy drink brand,https://www.c4energy.com/;https://www.instagram.com/c4energy/
Xyience,@xyience,https://xyience.com/,,Unknown,Energy drink brand,https://xyience.com/;https://www.instagram.com/xyience/
Aspire,@aspiredrink,https://www.aspireenergy.com/,,Unknown,Energy drink brand,https://www.aspireenergy.com/;https://www.instagram.com/aspiredrink/
Vooglam,@vooglam,https://www.vooglam.com/,,Unknown,Online eyewear brand known for bold designer frames,https://www.vooglam.com/;https://www.instagram.com/vooglam/
Zeelool,@zeelool,https://www.zeelool.com,https://www.facebook.com/zeelooloptical/,Unknown,Affordable fashion eyewear and sunglasses brand,https://www.zeelool.com;https://www.instagram.com/zeelool/;https://www.facebook.com/zeelooloptical/
Pair Eyewear,@paireyewear,https://www.paireyewear.com/,https://www.facebook.com/paireyewear/,Unknown,Customizable glasses and sunglasses brand,https://www.paireyewear.com/;https://www.instagram.com/paireyewear/;https://www.facebook.com/paireyewear/
Coral Eyewear,@coraleyewear,https://www.coraleyewear.com/en-us,https://www.facebook.com/coraleyewear/,Unknown,Sustainable eyewear made from recycled plastic,https://www.coraleyewear.com/en-us;https://www.instagram.com/coraleyewear/;https://www.facebook.com/coraleyewear/
Blue Planet Eco-Eyewear,@blueplanetecoeyewear,https://blueplaneteyewear.com/,,Unknown,Eco-friendly eyewear brand (recycled materials),https://blueplaneteyewear.com/;https://www.instagram.com/blueplanetecoeyewear/
IDEE Eyewear,@ideeeyewear,https://idee-eyewear.com/,,Unknown,Indian eyewear/spectacles brand,https://idee-eyewear.com/;https://www.instagram.com/ideeeyewear/
Goet Eyewear,@goet.official,https://goeteyewear.com/,https://x.com/goeteyewear,Unknown,Modern luxury eyewear brand,https://goeteyewear.com/;https://www.instagram.com/goet.official/;https://x.com/goeteyewear
KPLUS Eyewear,@kplus_official,https://shop.kplusofficial.com/,,Unknown,Seoul-based eyewear design/manufacturing brand,https://shop.kplusofficial.com/;https://www.instagram.com/kplus_official/
CARIN Eyewear,@caringlasses_official,https://en.caringlasses.com/,,Unknown,Korean eyewear brand,https://en.caringlasses.com/;https://www.instagram.com/caringlasses_official/
VANNI Eyewear,@vannieyewear,https://www.vanniocchiali.com/,https://www.facebook.com/vanni.eyewear/,Unknown,Made in Italy eyewear brand (since 1987).,https://www.vanniocchiali.com/;https://www.instagram.com/vannieyewear/;https://www.facebook.com/vanni.eyewear/
Vinylize Eyewear,@vinylizeeyewear,https://vinylize.com/,,Unknown,Eyewear made from recycled vinyl records.,https://vinylize.com/;https://www.instagram.com/vinylizeeyewear/
Woodys Eyewear,@woodyseyewear,https://woodyseyewear.com/en/,https://www.linkedin.com/company/woodys-eyewear,Unknown,Barcelona-born designer eyewear brand.,https://woodyseyewear.com/en/;https://www.instagram.com/woodyseyewear/;https://www.linkedin.com/company/woodys-eyewear
Wiley X,@wileyx,https://www.wileyx.com/,https://www.facebook.com/wileyx/,Unknown,"Premium protective eyewear, veteran-founded.",
Wolf Eyewear,@wolfeyewearuk,https://www.wolfeyewear.com/,,Unknown,UK designer eyewear brand for independent opticians.,https://www.wolfeyewear.com/;https://www.instagram.com/wolfeyewearuk/
Walton & Mortimer,@waltonandmortimer,https://waltonmortimer.com/,https://www.facebook.com/waltonmortimereyewear/;https://x.com/walton_mortimer,Unknown,Luxury limited-edition sunglasses/eyewear.,https://waltonmortimer.com/;https://www.instagram.com/waltonandmortimer/;https://www.facebook.com/waltonmortimereyewear/;https://x.com/walton_mortimer
Coco and Breezy Eyewear,@cocoandbreezyeyewear,https://cocoandbreezy.com/,https://www.facebook.com/cocoandbreezyeyewear/,Unknown,Handcrafted designer eyewear brand,https://cocoandbreezy.com/;https://www.instagram.com/cocoandbreezyeyewear/;https://www.facebook.com/cocoandbreezyeyewear/
EPOKHE Eyewear,@epokhe,https://epokhe.co/,https://www.facebook.com/epokheeyewear/,Unknown,Premium eyewear brand est. 2012,https://epokhe.co/;https://www.instagram.com/epokhe/;https://www.facebook.com/epokheeyewear/
Pared Eyewear,@paredeyewear,https://www.paredeyewear.com/,https://www.tiktok.com/@paredeyewear,Unknown,Australian independent eyewear brand,https://www.paredeyewear.com/;https://www.instagram.com/paredeyewear/;https://www.tiktok.com/@paredeyewear
Lesca Lunetier,@lescalunetier,https://lescalunetier.com/en/,,Unknown,French heritage eyewear brand since 1964,https://lescalunetier.com/en/;https://www.instagram.com/lescalunetier/
KAIBOSH,@kaibosh_co,https://kaibosh.com/,https://www.facebook.com/KaiboshCo/,Unknown,Norwegian eyewear design/optician brand,https://kaibosh.com/;https://www.instagram.com/kaibosh_co/;https://www.facebook.com/KaiboshCo/
Pantos Paris,@pantosparis,https://www.pantos-paris.com/,,Unknown,French purist eyewear brand focused on the Pantos model.,https://www.pantos-paris.com/;https://www.instagram.com/pantosparis/
IRON Paris,@iron.paris,https://iron.paris/en/,,Unknown,Paris luxury eyewear label with minimalist design.,https://iron.paris/en/;https://www.instagram.com/iron.paris/
John Dalia,@johndalia,https://johndalia.com/,https://www.facebook.com/JohnDaliaEyewear/,Unknown,Paris-based luxury eyewear label.,https://johndalia.com/;https://www.instagram.com/johndalia/;https://www.facebook.com/JohnDaliaEyewear/
Tarian,@tarianparis,https://www.tarian.paris/en,,Unknown,Parisian designer eyewear brand (Tarian Paris).,https://www.tarian.paris/en;https://www.instagram.com/tarianparis/
Vasuma Eyewear,@vasumaeyewear,https://vasuma.com/,https://www.facebook.com/vasumaeyewear/,Unknown,Stockholm eyewear brand founded in 2005.,https://vasuma.com/;https://www.instagram.com/vasumaeyewear/;https://www.facebook.com/vasumaeyewear/
FAUVE Lunetier,@fauvelunetier,https://fauvelunetier.com/,https://fr.linkedin.com/company/fauve-lunetier,Unknown,French eyewear brand (ethically made in France).,https://fauvelunetier.com/;https://www.instagram.com/fauvelunetier/;https://fr.linkedin.com/company/fauve-lunetier
Silhouette Eyewear,@silhouetteeyewear,https://www.silhouette.com/us/us/home,https://www.facebook.com/silhouetteeyewear/,Unknown,Austrian lightweight luxury eyewear brand (since 1964).,https://www.silhouette.com/us/us/home;https://www.instagram.com/silhouetteeyewear/;https://www.facebook.com/silhouetteeyewear/
Ray-Ban,@rayban,https://www.ray-ban.com/,https://www.facebook.com/RayBan/,Unknown,Iconic global eyewear brand (since 1937).,https://www.ray-ban.com/;https://www.instagram.com/rayban/;https://www.facebook.com/RayBan/
Oakley,@oakley,https://www.oakley.com/en-us,https://www.facebook.com/oakley,Unknown,Performance/sport eyewear brand.,https://www.oakley.com/en-us;https://www.instagram.com/oakley/;https://www.facebook.com/oakley
GlassesUSA,@glassesusa,https://www.glassesusa.com/,https://www.facebook.com/GlassesUSA/,Unknown,Online eyewear retailer with wide frame selection.,https://www.glassesusa.com/;https://www.instagram.com/glassesusa/;https://www.facebook.com/GlassesUSA/
Bollé,@bolle_eyewear,https://www.bolle.com/us/,,Unknown,Performance eyewear brand (since 1888).,https://www.bolle.com/us/;https://www.instagram.com/bolle_eyewear/
Monokel Eyewear,@monokeleyewear,https://monokel-eyewear.com/,,Unknown,Stockholm-based sustainable eyewear brand.,https://monokel-eyewear.com/;https://www.instagram.com/monokeleyewear/
MESSYWEEKEND,@messyweekendco,https://messyweekend.com/,,Unknown,Copenhagen eyewear and goggles brand.,https://messyweekend.com/;https://www.instagram.com/messyweekendco/
CAZAL,@cazal_official,https://www.cazal-eyewear.com/en,,Unknown,German luxury eyewear brand (since 1975).,https://www.cazal-eyewear.com/en;https://www.instagram.com/cazal_official/
Shuron,@shuroneyewear,https://shuron.com/,,Unknown,US eyewear manufacturer founded in 1865.,https://shuron.com/;https://www.instagram.com/shuroneyewear/
EYEWEAR by DAVID BECKHAM,@dbeyewear,https://davidbeckhameyewear.com/,https://www.facebook.com/dbeyewear/,Unknown,Designer eyewear line inspired by David Beckham.,https://davidbeckhameyewear.com/;https://www.instagram.com/dbeyewear/;https://www.facebook.com/dbeyewear/
Veronika Wildgruber Eyewear,@veronikawildgrubereyewear,https://veronikawildgruber.com/,,Unknown,Independent eyewear design from Berlin,https://veronikawildgruber.com/;https://www.instagram.com/veronikawildgrubereyewear/
XIT Eyewear,@xiteyewear,https://www.xiteyewear.com/,,Unknown,French design optical frames,https://www.xiteyewear.com/;https://www.instagram.com/xiteyewear/
William Morris London,@williammorris_ldn,https://www.williammorris.co.uk/,,Unknown,British-inspired eyewear brand from London,https://www.williammorris.co.uk/;https://www.instagram.com/williammorris_ldn/
Xavier Garcia Barcelona,@xaviergarciabarcelona,https://www.xaviergarcia.design/en/,https://www.linkedin.com/company/xavier-garcia-barcelona,Unknown,Independent eyewear brand designed in Barcelona,https://www.xaviergarcia.design/en/;https://www.instagram.com/xaviergarciabarcelona/;https://www.linkedin.com/company/xavier-garcia-barcelona
GURU Energy,@guruenergy,https://www.guruenergy.com/,,Unknown,Energy drink brand,https://www.guruenergy.com/;https://www.instagram.com/guruenergy/
HI-BALL Energy,@hiballenergy,https://hiball.com/,,Unknown,Energy drink brand,https://hiball.com/;https://www.instagram.com/hiballenergy/
Jolt Cola,@joltcola,https://www.joltcola.com/,,Unknown,Energy drink brand,https://www.joltcola.com/;https://www.instagram.com/joltcola/
UPTIME Energy,@uptimeenergy,https://www.uptimeenergy.com/,,Unknown,Energy drink brand,https://www.uptimeenergy.com/;https://www.instagram.com/uptimeenergy/
Proper Wild,@properwild,https://www.properwild.com/,,Unknown,Energy drink brand,https://www.properwild.com/;https://www.instagram.com/properwild/
EBOOST,@eboost,https://www.eboost.com/,,Unknown,Energy drink brand,https://www.eboost.com/;https://www.instagram.com/eboost/
Zipfizz,@zipfizz,https://zipfizz.com/,,Unknown,Energy drink brand,https://zipfizz.com/;https://www.instagram.com/zipfizz/
Kill Cliff,@killcliff,https://killcliff.com/,,Unknown,Energy drink brand,https://killcliff.com/;https://www.instagram.com/killcliff/
Steaz Energy,@steaz,https://www.steaz.com/,,Unknown,Energy drink brand,https://www.steaz.com/;https://www.instagram.com/steaz/
Rowdy Energy,@rowdyenergy,https://rowdyenergy.com/,,Unknown,Energy drink brand,https://rowdyenergy.com/;https://www.instagram.com/rowdyenergy/
ASHOC Energy,@ashoc,https://www.ashoc.com/,,Unknown,Energy drink brand,https://www.ashoc.com/;https://www.instagram.com/ashoc/
Jocko GO,@jockogo,https://jockofuel.com/,,Unknown,Energy drink brand,https://jockofuel.com/;https://www.instagram.com/jockogo/
Bing Energy,@bingenergydrink,https://bingenergy.com/,,Unknown,Energy drink brand,https://bingenergy.com/;https://www.instagram.com/bingenergydrink/
XS Energy,@xsenergy,https://www.xsenergy.com/,,Unknown,Energy drink brand,https://www.xsenergy.com/;https://www.instagram.com/xsenergy/
V8 Energy,@v8,https://www.v8juice.com/energy/,,Unknown,Energy drink brand,https://www.v8juice.com/energy/;https://www.instagram.com/v8/
REIZE,@reizeclub,https://reizeclub.com/,,Unknown,Energy drink brand,https://reizeclub.com/;https://www.instagram.com/reizeclub/
Sneak Energy,@sneakenergy,https://sneakenergy.com/,,Unknown,Energy drink brand,https://sneakenergy.com/;https://www.instagram.com/sneakenergy/
BAWLS,@bawls,https://www.bawls.com/,,Unknown,Energy drink brand,https://www.bawls.com/;https://www.instagram.com/bawls/
Zevia Energy,@zevia,https://www.zevia.com/collections/energy/,,Unknown,Energy drink brand,https://www.zevia.com/collections/energy/;https://www.instagram.com/zevia/
LIFEAID,@lifeaid,https://lifeaidbevco.com/,,Unknown,Energy drink brand,https://lifeaidbevco.com/;https://www.instagram.com/lifeaid/
Unofficial Eyewear,@unofficial.eyewear,https://www.unofficial-eyewear.com/,,Unknown,Fashion-forward eyewear brand,https://www.unofficial-eyewear.com/;https://www.instagram.com/unofficial.eyewear/
Glassy Eyewear,@glassyeyewear,https://glassyeyewear.com/,,Unknown,Affordable eyewear brand (sunglasses and blue light),https://glassyeyewear.com/;https://www.instagram.com/glassyeyewear/
GLAS Eyewear,@glas.eyewear,https://www.glaseyewear.com/,https://www.facebook.com/wearglasofficial/,Unknown,Stockholm-designed premium eyewear,https://www.glaseyewear.com/;https://www.instagram.com/glas.eyewear/;https://www.facebook.com/wearglasofficial/
Otra Eyewear,@otraeyewear,https://www.otraeyewear.com/,https://www.facebook.com/otraeyewearofficial/,Unknown,Australian-designed eyewear brand,https://www.otraeyewear.com/;https://www.instagram.com/otraeyewear/;https://www.facebook.com/otraeyewearofficial/
Ombraz,@ombraz,https://ombraz.com/,,Unknown,Armless sunglasses brand,https://ombraz.com/;https://www.instagram.com/ombraz/
MEMORÍ Eyewear,@memori.eyewear,https://memorieyewear.com/,,Unknown,Narrow-fit luxury eyewear handmade in Italy,https://memorieyewear.com/;https://www.instagram.com/memori.eyewear/
Banton Frameworks,@bantonframeworks,https://www.bantonframeworks.co.uk/,,Unknown,Independent UK eyewear brand (handcrafted),https://www.bantonframeworks.co.uk/;https://www.instagram.com/bantonframeworks/
Sama Eyewear,@samaeyewear,https://samaeyewear.com/,https://www.facebook.com/samaeyewear/,Unknown,Luxury fashion eyewear brand,https://samaeyewear.com/;https://www.instagram.com/samaeyewear/;https://www.facebook.com/samaeyewear/
Kirk & Kirk,@kirkandkirk,https://kirkandkirk.com/,,Unknown,Distinctive UK eyewear brand,https://kirkandkirk.com/;https://www.instagram.com/kirkandkirk/
Blake Kuwahara,@blakekuwahara,https://blakekuwahara.com/,https://www.facebook.com/blakekuwahara/,Unknown,Designer eyewear handcrafted in Japan,https://blakekuwahara.com/;https://www.instagram.com/blakekuwahara/;https://www.facebook.com/blakekuwahara/
Kaneko Optical,@kaneko_optical,https://www.kaneko-optical.co.jp/en/,,Unknown,Japanese handcrafted eyewear brand,https://www.kaneko-optical.co.jp/en/;https://www.instagram.com/kaneko_optical/
Red Raven Eyewear,@redraveneyewear,https://myredraven.com/,https://www.facebook.com/RedRavenEyewear,Unknown,Greek eyewear brand (Athens).,https://myredraven.com/;https://www.instagram.com/redraveneyewear/
Dresden Vision,@dresdenvision,https://dresden.vision/,https://www.facebook.com/dresdenvision/,Unknown,Australian-made sustainable eyewear.,https://dresden.vision/;https://www.instagram.com/dresdenvision/
RIGARDS,@rigards,https://www.rigards.com/,,Unknown,Artisanal eyewear label.,https://www.rigards.com/;https://www.instagram.com/rigards/
ROAV Eyewear,@roaveyewear,https://roaveyewear.com/,,Unknown,Foldable technical eyewear.,https://roaveyewear.com/;https://www.instagram.com/roaveyewear/
Peepers,@peepers,https://www.peepers.com/,,Unknown,Reading glasses + blue light.,https://www.peepers.com/;https://www.instagram.com/peepers/
FREYRS Eyewear,@freyrs_sunglasses,https://freyrs.com/,https://www.facebook.com/FreyrsFans/,Unknown,Affordable designer sunglasses (Chicago).,https://freyrs.com/;https://www.instagram.com/freyrs_sunglasses/
Valdo Eyewear,@valdoeyewear,https://valdoeyewear.com/,,Unknown,Italian-made luxury eyewear brand,https://valdoeyewear.com/;https://www.instagram.com/valdoeyewear/
vonBogen Eyewear,@vonbogen_eyewear,https://www.vonbogen.de/,,Unknown,German handmade eyewear brand,https://www.vonbogen.de/;https://www.instagram.com/vonbogen_eyewear/
Wesley Knight,@wesleyknight,https://www.wesley-knight.com,https://www.facebook.com/WesleyKnightBespoke/,Unknown,Bespoke eyewear maker (Nashville),https://www.wesley-knight.com;https://www.instagram.com/wesleyknight/;https://www.facebook.com/WesleyKnightBespoke/
WISSING Brillenarchitektur,@wissing_brillenarchitektur,https://www.wissing.eu/en/,,Unknown,Handmade eyewear since 1953 (Germany),https://www.wissing.eu/en/;https://www.instagram.com/wissing_brillenarchitektur/
Zen Eyewear (Zen Barcelona),@zen_eyewear,https://zen-eyewear.com/,https://www.facebook.com/ZenEyewear/,Unknown,Barcelona-based colorful eyewear brand,https://zen-eyewear.com/;https://www.instagram.com/zen_eyewear/;https://www.facebook.com/ZenEyewear/
DMY by DMY,@dmybydmy,https://dmybydmy.com/,,Unknown,Independent British eyewear brand (DMY Studios).,https://dmybydmy.com/;https://www.instagram.com/dmybydmy/
Poppy Lissiman,@poppylissiman,https://poppylissiman.com/,,Unknown,Australian accessories/eyewear brand.,https://poppylissiman.com/;https://www.instagram.com/poppylissiman/
Roberi & Fraud,@roberi.fraud,https://roberifraud.com/,,Unknown,Fashion eyewear brand known for celebrity adoption.,https://roberifraud.com/;https://www.instagram.com/roberi.fraud/
Lexxola,@lexxola,https://lexxola.com/en-us,,Unknown,Eyewear for city life (Lexxola).,https://lexxola.com/en-us;https://www.instagram.com/lexxola/
Oscar & Frank,@oscarandfrank,https://oscarandfrank.com/,,Unknown,Australian handcrafted eyewear label.,https://oscarandfrank.com/;https://www.instagram.com/oscarandfrank/
Karen Wazen,@bykarenwazen,https://karenwazen.com/,,Unknown,Designer eyewear/accessories brand (Karen Wazen Collection).,https://karenwazen.com/;https://www.instagram.com/bykarenwazen/
goodr,@goodr,,,Unknown,,https://www.instagram.com/goodr/
Marchon Eyewear,@marchoneyewear,,,Unknown,,https://www.instagram.com/marchoneyewear/
Independent Eyewear,@_independent_eyewear_,,,Unknown,,https://www.instagram.com/_independent_eyewear_/
Vogue Eyewear,@vogueeyewear,https://www.vogue-eyewear.com/us,https://www.facebook.com/Vogue.Eyewear/,Unknown,Fashion eyewear brand (Luxottica).,https://www.vogue-eyewear.com/us;https://www.instagram.com/vogueeyewear/;https://www.facebook.com/Vogue.Eyewear/
Tom Ford Eyewear,@tomford,https://www.tomfordfashion.com/en-us/eyewear/,,Unknown,Luxury designer eyewear line.,https://www.tomfordfashion.com/en-us/eyewear/;https://www.instagram.com/tomford/
Prada Eyewear,@prada.eyewear,https://www.prada.com/us/en/pradasphere/eyewear.html,,Unknown,Luxury fashion eyewear line.,https://www.prada.com/us/en/pradasphere/eyewear.html;https://www.instagram.com/prada.eyewear/
CELINE Eyewear,@celine,https://www.celine.com/en-us/celine-shop-women/accessories/sunglasses/,,Unknown,Luxury fashion eyewear collection.,https://www.celine.com/en-us/celine-shop-women/accessories/sunglasses/;https://www.instagram.com/celine/
CHANEL Eyewear,@chanel,https://www.chanel.com/us/eyewear/,,Unknown,Luxury fashion eyewear collection.,https://www.chanel.com/us/eyewear/;https://www.instagram.com/chanel/
Gucci Eyewear,@gucci,https://www.gucci.com/us/en/ca/women/accessories-for-women/eyewear-for-women-c-women-eyewear,,Unknown,Luxury fashion eyewear collection.,https://www.gucci.com/us/en/ca/women/accessories-for-women/eyewear-for-women-c-women-eyewear;https://www.instagram.com/gucci/
Bottega Veneta,@bottegavenetaworld,https://www.bottegaveneta.com/en-us/women-collection-us/women-eyewear,,Unknown,Luxury fashion eyewear line (Bottega Veneta).,https://www.bottegaveneta.com/en-us/women-collection-us/women-eyewear;https://www.instagram.com/bottegavenetaworld/
Balenciaga,@balenciaga,https://www.balenciaga.com/en-us/all/accessories/sunglasses,,Unknown,Luxury fashion eyewear/sunglasses line (Balenciaga).,https://www.balenciaga.com/en-us/all/accessories/sunglasses;https://www.instagram.com/balenciaga/
Burberry,@burberry,https://us.burberry.com/c/eyewear/,,Unknown,Luxury fashion eyewear line (Burberry).,https://us.burberry.com/c/eyewear/;https://www.instagram.com/burberry/
Saint Laurent,@ysl,https://www.keringeyewear.com/brands/saint-laurent,,Unknown,Luxury fashion eyewear line (Saint Laurent).,https://www.keringeyewear.com/brands/saint-laurent;https://www.instagram.com/ysl/
Chloé,@chloe,https://www.chloe.com/en-us/c/eyewear/sunglasses,,Unknown,Luxury fashion eyewear line (Chloé).,https://www.chloe.com/en-us/c/eyewear/sunglasses;https://www.instagram.com/chloe/
FAKEME,@fakeme_official,https://gofakeme.com/,,Unknown,Korean eyewear brand (FAKEME).,https://www.instagram.com/fakeme_official/;https://gofakeme.com/category/fakeme/311/
PROJEKT PRODUKT,@projektprodukt,https://en.projektprodukt.co.kr/,,Unknown,Korean eyewear brand (Projekt Produkt).,https://www.instagram.com/projektprodukt/;https://en.projektprodukt.co.kr/
SPEKTRE EYEWEAR,@spektresunglasses,https://spektre.com/,,Unknown,Milan-made eyewear brand (Spektre).,https://www.instagram.com/spektresunglasses/;https://spektre.com/
American Optical,@aoeyewear,https://aoeyewear.com/,,Unknown,Heritage eyewear brand (AO) made in USA since 1833.,https://aoeyewear.com/;https://www.instagram.com/aoeyewear/
Bellinger,@bellingereyewear,https://bellingerhouse.com/,https://www.facebook.com/BellingerEyewear/,Unknown,Danish-designed colorful eyewear brand.,https://bellingerhouse.com/;https://www.instagram.com/bellingereyewear/;https://www.facebook.com/BellingerEyewear/
BRETT Eyewear,@brett_eyewear,https://brett-eyewear.com/,,Unknown,Retro-inspired optical & sun frames (drivers).,https://brett-eyewear.com/;https://www.instagram.com/brett_eyewear/
evil eye,@evileye.eyewear,https://www.evileye.com/en/home,https://www.facebook.com/evileye.eyewear/,Unknown,High-performance sports eyewear made in Austria.,https://www.evileye.com/en/home;https://www.instagram.com/evileye.eyewear/;https://www.facebook.com/evileye.eyewear/
Visionario Eyewear,@visionarioshop,https://www.visionarioshop.com/gb/,https://www.facebook.com/visionarioshop/;https://www.linkedin.com/company/visionarioshop,Unknown,Independent eyewear brand from Barcelona.,https://www.instagram.com/visionarioshop/;https://www.visionarioshop.com/gb/;https://www.facebook.com/visionarioshop/;https://www.linkedin.com/company/visionarioshop
Gabi Eyewear,@gabigabi_eyewear,https://www.gabi-eyewear.com/,,Unknown,Independent London-based sunglasses brand.,https://www.instagram.com/gabigabi_eyewear/;https://www.gabi-eyewear.com/
